week_id,store_id,item_id,on_hand_units_bop,receipt_units,sold_units,on_hand_units_eop,lost_sales_units,demand_forecast_units,weeks_of_supply,days_of_supply,in_stock_flag,fill_rate,lead_time_days,reorder_point_units,case_pack_qty
22,570,1010,38,150,38,150,33,71,2.11,3.7,1,0.5352,8,100,10
23,570,1010,150,0,65,85,0,65,1.31,16.2,1,1.0,8,90,10
24,570,1010,85,0,67,18,0,67,0.27,8.9,1,1.0,8,100,10
25,570,1010,18,150,18,150,50,68,2.21,1.9,0,0.2647,8,100,10
26,570,1010,150,0,67,83,0,67,1.24,15.7,1,1.0,8,100,10
27,570,1010,83,0,65,18,0,65,0.28,8.9,1,1.0,8,90,10
28,570,1010,18,140,18,140,45,63,2.22,2.0,0,0.2857,8,90,10
29,570,1010,140,0,62,78,0,62,1.26,15.8,1,1.0,8,90,10
30,570,1010,78,0,61,17,0,61,0.28,9.0,1,1.0,8,90,10
31,570,1010,17,140,17,140,52,69,2.03,1.7,0,0.2464,8,100,10
32,570,1010,140,0,61,79,0,61,1.3,16.1,1,1.0,8,90,10
33,570,1010,79,0,62,17,0,62,0.27,8.9,1,1.0,8,90,10
34,570,1010,17,130,17,130,65,82,1.59,1.5,0,0.2073,8,120,10
35,570,1010,130,0,65,65,0,65,1.0,14.0,1,1.0,8,90,10
36,570,1010,65,100,65,100,2,67,1.49,6.8,1,0.9701,8,100,10
37,570,1010,100,0,78,22,0,78,0.28,9.0,1,1.0,8,110,10
38,570,1010,22,160,22,160,47,69,2.32,2.2,0,0.3188,8,100,10
39,570,1010,160,0,68,92,0,68,1.35,16.5,1,1.0,8,100,10
40,570,1010,92,0,67,25,0,67,0.37,9.6,1,1.0,8,100,10
41,570,1010,25,150,25,150,50,75,2.0,2.3,0,0.3333,8,110,10
42,570,1010,150,0,63,87,0,63,1.38,16.7,1,1.0,8,90,10
43,570,1010,87,0,62,25,0,62,0.4,9.8,1,1.0,8,90,10
44,570,1010,25,160,25,160,47,72,2.22,2.4,0,0.3472,8,100,10
45,570,1010,160,0,65,95,0,65,1.46,17.2,1,1.0,8,90,10
46,570,1010,95,0,67,28,0,67,0.42,9.9,1,1.0,8,100,10
47,570,1010,28,130,28,130,52,80,1.62,2.4,0,0.35,8,110,10
48,570,1010,130,0,71,59,0,71,0.83,12.8,1,1.0,8,100,10
49,570,1010,59,130,59,130,10,69,1.88,6.0,1,0.8551,8,100,10
50,570,1010,130,0,68,62,0,68,0.91,13.4,1,1.0,8,100,10
51,570,1010,62,160,62,160,5,67,2.39,6.5,1,0.9254,8,100,10
52,570,1010,160,0,65,95,0,65,1.46,17.2,1,1.0,8,90,10
1,179,1010,160,0,82,78,0,82,0.95,13.7,1,1.0,8,120,10
2,179,1010,78,150,78,150,15,93,1.61,5.9,1,0.8387,8,130,10
3,179,1010,150,0,79,71,0,79,0.9,13.3,1,1.0,8,110,10
4,179,1010,71,170,71,170,7,78,2.18,6.4,1,0.9103,8,110,10
5,179,1010,170,0,79,91,0,79,1.15,15.1,1,1.0,8,110,10
6,179,1010,91,170,81,180,0,81,2.22,7.9,1,1.0,8,120,10
7,179,1010,180,0,82,98,0,82,1.2,15.4,1,1.0,8,120,10
8,179,1010,98,210,85,223,0,85,2.62,8.1,1,1.0,8,120,10
9,179,1010,223,0,87,136,0,87,1.56,17.9,1,1.0,8,120,10
10,179,1010,136,0,89,47,0,89,0.53,10.7,1,1.0,8,130,10
11,179,1010,47,250,47,250,57,104,2.4,3.2,0,0.4519,8,150,10
12,179,1010,250,0,111,139,0,111,1.25,15.8,1,1.0,8,160,10
13,179,1010,139,0,87,52,0,87,0.6,11.2,1,1.0,8,120,10
14,179,1010,52,190,52,190,33,85,2.24,4.3,1,0.6118,8,120,10
15,179,1010,190,0,108,82,0,108,0.76,12.3,1,1.0,8,150,10
16,179,1010,82,120,82,120,0,82,1.46,7.0,1,1.0,8,120,10
17,179,1010,120,0,81,39,0,81,0.48,10.4,1,1.0,8,120,10
18,179,1010,39,160,39,160,40,79,2.03,3.5,0,0.4937,8,110,10
19,179,1010,160,0,78,82,0,78,1.05,14.4,1,1.0,8,110,10
20,179,1010,82,190,79,193,0,79,2.44,7.3,1,1.0,8,110,10
21,179,1010,193,0,81,112,0,81,1.38,16.7,1,1.0,8,120,10
22,179,1010,112,0,92,20,0,92,0.22,8.5,1,1.0,8,130,10
23,179,1010,20,160,20,160,65,85,1.88,1.6,0,0.2353,8,120,10
24,179,1010,160,0,87,73,0,87,0.84,12.9,1,1.0,8,120,10
25,179,1010,73,220,73,220,16,89,2.47,5.7,1,0.8202,8,130,10
26,179,1010,220,0,87,133,0,87,1.53,17.7,1,1.0,8,120,10
27,179,1010,133,0,85,48,0,85,0.56,11.0,1,1.0,8,120,10
28,179,1010,48,180,48,180,34,82,2.2,4.1,1,0.5854,8,120,10
29,179,1010,180,0,81,99,0,81,1.22,15.6,1,1.0,8,120,10
30,179,1010,99,0,79,20,0,79,0.25,8.8,1,1.0,8,110,10
31,179,1010,20,140,20,140,70,90,1.56,1.6,0,0.2222,8,130,10
32,179,1010,140,0,79,61,0,79,0.77,12.4,1,1.0,8,110,10
33,179,1010,61,160,61,160,20,81,1.98,5.3,1,0.7531,8,120,10
34,179,1010,160,0,107,53,0,107,0.5,10.5,1,1.0,8,150,10
35,179,1010,53,190,53,190,32,85,2.24,4.4,1,0.6235,8,120,10
36,179,1010,190,0,87,103,0,87,1.18,15.3,1,1.0,8,120,10
37,179,1010,103,160,102,161,0,102,1.58,7.1,1,1.0,8,150,10
38,179,1010,161,0,90,71,0,90,0.79,12.5,1,1.0,8,130,10
39,179,1010,71,160,71,160,18,89,1.8,5.6,1,0.7978,8,130,10
40,179,1010,160,0,87,73,0,87,0.84,12.9,1,1.0,8,120,10
41,179,1010,73,220,73,220,25,98,2.24,5.2,1,0.7449,8,140,10
42,179,1010,220,0,82,138,0,82,1.68,18.8,1,1.0,8,120,10
43,179,1010,138,0,81,57,0,81,0.7,11.9,1,1.0,8,120,10
44,179,1010,57,160,57,160,38,95,1.68,4.2,1,0.6,8,140,10
45,179,1010,160,0,85,75,0,85,0.88,13.2,1,1.0,8,120,10
46,179,1010,75,160,75,160,12,87,1.84,6.0,1,0.8621,8,120,10
47,179,1010,160,0,104,56,0,104,0.54,10.8,1,1.0,8,150,10
48,179,1010,56,200,56,200,37,93,2.15,4.2,1,0.6022,8,130,10
49,179,1010,200,0,90,110,0,90,1.22,15.6,1,1.0,8,130,10
50,179,1010,110,0,89,21,0,89,0.24,8.7,1,1.0,8,130,10
51,179,1010,21,200,21,200,66,87,2.3,1.7,0,0.2414,8,120,10
52,179,1010,200,0,85,115,0,85,1.35,16.5,1,1.0,8,120,10
1,450,1010,240,0,97,143,0,97,1.47,17.3,1,1.0,8,140,10
2,450,1010,143,0,109,34,0,109,0.31,9.2,1,1.0,8,160,10
3,450,1010,34,230,34,230,59,93,2.47,2.6,0,0.3656,8,130,10
4,450,1010,230,0,92,138,0,92,1.5,17.5,1,1.0,8,130,10
5,450,1010,138,0,93,45,0,93,0.48,10.4,1,1.0,8,130,10
6,450,1010,45,230,45,230,50,95,2.42,3.3,0,0.4737,8,140,10
7,450,1010,230,0,97,133,0,97,1.37,16.6,1,1.0,8,140,10
8,450,1010,133,0,100,33,0,100,0.33,9.3,1,1.0,8,140,10
9,450,1010,33,200,33,200,70,103,1.94,2.2,0,0.3204,8,150,10
10,450,1010,200,0,105,95,0,105,0.9,13.3,1,1.0,8,150,10
11,450,1010,95,200,95,200,27,122,1.64,5.5,1,0.7787,8,170,10
12,450,1010,200,0,131,69,0,131,0.53,10.7,1,1.0,8,190,10
13,450,1010,69,230,69,230,34,103,2.23,4.7,1,0.6699,8,150,10
14,450,1010,230,0,100,130,0,100,1.3,16.1,1,1.0,8,140,10
15,450,1010,130,220,127,223,0,127,1.76,7.2,1,1.0,8,180,10
16,450,1010,223,0,97,126,0,97,1.3,16.1,1,1.0,8,140,10
17,450,1010,126,0,95,31,0,95,0.33,9.3,1,1.0,8,140,10
18,450,1010,31,220,31,220,62,93,2.37,2.3,0,0.3333,8,130,10
19,450,1010,220,0,92,128,0,92,1.39,16.7,1,1.0,8,130,10
20,450,1010,128,0,93,35,0,93,0.38,9.6,1,1.0,8,130,10
21,450,1010,35,200,35,200,60,95,2.11,2.6,0,0.3684,8,140,10
22,450,1010,200,0,109,91,0,109,0.83,12.8,1,1.0,8,160,10
23,450,1010,91,190,91,190,9,100,1.9,6.4,1,0.91,8,140,10
24,450,1010,190,0,103,87,0,103,0.84,12.9,1,1.0,8,150,10
25,450,1010,87,220,87,220,18,105,2.1,5.8,1,0.8286,8,150,10
26,450,1010,220,0,103,117,0,103,1.14,15.0,1,1.0,8,150,10
27,450,1010,117,200,100,217,0,100,2.17,8.2,1,1.0,8,140,10
28,450,1010,217,0,97,120,0,97,1.24,15.7,1,1.0,8,140,10
29,450,1010,120,0,95,25,0,95,0.26,8.8,1,1.0,8,140,10
30,450,1010,25,230,25,230,68,93,2.47,1.9,0,0.2688,8,130,10
31,450,1010,230,0,106,124,0,106,1.17,15.2,1,1.0,8,150,10
32,450,1010,124,0,93,31,0,93,0.33,9.3,1,1.0,8,130,10
33,450,1010,31,160,31,160,64,95,1.68,2.3,0,0.3263,8,140,10
34,450,1010,160,0,126,34,0,126,0.27,8.9,1,1.0,8,180,10
35,450,1010,34,240,34,240,66,100,2.4,2.4,0,0.34,8,140,10
36,450,1010,240,0,103,137,0,103,1.33,16.3,1,1.0,8,150,10
37,450,1010,137,180,120,197,0,120,1.64,8.0,1,1.0,8,170,10
38,450,1010,197,0,106,91,0,106,0.86,13.0,1,1.0,8,150,10
39,450,1010,91,240,91,240,14,105,2.29,6.1,1,0.8667,8,150,10
40,450,1010,240,0,103,137,0,103,1.33,16.3,1,1.0,8,150,10
41,450,1010,137,280,115,302,0,115,2.63,8.3,1,1.0,8,160,10
42,450,1010,302,0,97,205,0,97,2.11,21.8,1,1.0,8,140,10
43,450,1010,205,0,95,110,0,95,1.16,15.1,1,1.0,8,140,10
44,450,1010,110,210,110,210,1,111,1.89,6.9,1,0.991,8,160,10
45,450,1010,210,0,100,110,0,100,1.1,14.7,1,1.0,8,140,10
46,450,1010,110,160,103,167,0,103,1.62,7.5,1,1.0,8,150,10
47,450,1010,167,0,122,45,0,122,0.37,9.6,1,1.0,8,170,10
48,450,1010,45,250,45,250,64,109,2.29,2.9,0,0.4128,8,160,10
49,450,1010,250,0,106,144,0,106,1.36,16.5,1,1.0,8,150,10
50,450,1010,144,0,105,39,0,105,0.37,9.6,1,1.0,8,150,10
51,450,1010,39,240,39,240,64,103,2.33,2.7,0,0.3786,8,150,10
52,450,1010,240,0,100,140,0,100,1.4,16.8,1,1.0,8,140,10
1,156,1010,140,0,63,77,0,63,1.22,15.6,1,1.0,8,90,10
2,156,1010,77,140,71,146,0,71,2.06,7.6,1,1.0,8,100,10
3,156,1010,146,0,61,85,0,61,1.39,16.8,1,1.0,8,90,10
4,156,1010,85,0,60,25,0,60,0.42,9.9,1,1.0,8,90,10
5,156,1010,25,140,25,140,36,61,2.3,2.9,0,0.4098,8,90,10
6,156,1010,140,0,62,78,0,62,1.26,15.8,1,1.0,8,90,10
7,156,1010,78,0,63,15,0,63,0.24,8.7,1,1.0,8,90,10
8,156,1010,15,110,15,110,50,65,1.69,1.6,0,0.2308,8,90,10
9,156,1010,110,0,67,43,0,67,0.64,11.5,1,1.0,8,100,10
10,156,1010,43,140,43,140,25,68,2.06,4.4,1,0.6324,8,100,10
11,156,1010,140,0,80,60,0,80,0.75,12.2,1,1.0,8,110,10
12,156,1010,60,160,60,160,25,85,1.88,4.9,1,0.7059,8,120,10
13,156,1010,160,0,67,93,0,67,1.39,16.7,1,1.0,8,100,10
14,156,1010,93,0,65,28,0,65,0.43,10.0,1,1.0,8,90,10
15,156,1010,28,140,28,140,55,83,1.69,2.4,0,0.3373,8,120,10
16,156,1010,140,0,63,77,0,63,1.22,15.6,1,1.0,8,90,10
17,156,1010,77,0,62,15,0,62,0.24,8.7,1,1.0,8,90,10
18,156,1010,15,140,15,140,46,61,2.3,1.7,0,0.2459,8,90,10
19,156,1010,140,0,60,80,0,60,1.33,16.3,1,1.0,8,90,10
20,156,1010,80,0,61,19,0,61,0.31,9.2,1,1.0,8,90,10
21,156,1010,19,110,19,110,43,62,1.77,2.1,0,0.3065,8,90,10
22,156,1010,110,0,71,39,0,71,0.55,10.8,1,1.0,8,100,10
23,156,1010,39,160,39,160,26,65,2.46,4.2,1,0.6,8,90,10
24,156,1010,160,0,67,93,0,67,1.39,16.7,1,1.0,8,100,10
25,156,1010,93,0,68,25,0,68,0.37,9.6,1,1.0,8,100,10
26,156,1010,25,140,25,140,42,67,2.09,2.6,0,0.3731,8,100,10
27,156,1010,140,0,65,75,0,65,1.15,15.1,1,1.0,8,90,10
28,156,1010,75,130,63,142,0,63,2.25,8.3,1,1.0,8,90,10
29,156,1010,142,0,62,80,0,62,1.29,16.0,1,1.0,8,90,10
30,156,1010,80,0,61,19,0,61,0.31,9.2,1,1.0,8,90,10
31,156,1010,19,130,19,130,50,69,1.88,1.9,0,0.2754,8,100,10
32,156,1010,130,0,61,69,0,61,1.13,14.9,1,1.0,8,90,10
33,156,1010,69,120,62,127,0,62,2.05,7.8,1,1.0,8,90,10
34,156,1010,127,0,82,45,0,82,0.55,10.8,1,1.0,8,120,10
35,156,1010,45,150,45,150,20,65,2.31,4.8,1,0.6923,8,90,10
36,156,1010,150,0,67,83,0,67,1.24,15.7,1,1.0,8,100,10
37,156,1010,83,170,78,175,0,78,2.24,7.4,1,1.0,8,110,10
38,156,1010,175,0,69,106,0,69,1.54,17.8,1,1.0,8,100,10
39,156,1010,106,0,68,38,0,68,0.56,10.9,1,1.0,8,100,10
40,156,1010,38,150,38,150,29,67,2.24,4.0,1,0.5672,8,100,10
41,156,1010,150,0,75,75,0,75,1.0,14.0,1,1.0,8,110,10
42,156,1010,75,120,63,132,0,63,2.1,8.3,1,1.0,8,90,10
43,156,1010,132,0,62,70,0,62,1.13,14.9,1,1.0,8,90,10
44,156,1010,70,130,70,130,2,72,1.81,6.8,1,0.9722,8,100,10
45,156,1010,130,0,65,65,0,65,1.0,14.0,1,1.0,8,90,10
46,156,1010,65,110,65,110,2,67,1.64,6.8,1,0.9701,8,100,10
47,156,1010,110,0,80,30,0,80,0.38,9.6,1,1.0,8,110,10
48,156,1010,30,160,30,160,41,71,2.25,3.0,0,0.4225,8,100,10
49,156,1010,160,0,69,91,0,69,1.32,16.2,1,1.0,8,100,10
50,156,1010,91,0,68,23,0,68,0.34,9.4,1,1.0,8,100,10
51,156,1010,23,130,23,130,44,67,1.94,2.4,0,0.3433,8,100,10
52,156,1010,130,0,65,65,0,65,1.0,14.0,1,1.0,8,90,10
1,219,1010,170,0,69,101,0,69,1.46,17.2,1,1.0,8,100,10
2,219,1010,101,0,78,23,0,78,0.29,9.1,1,1.0,8,110,10
3,219,1010,23,130,23,130,44,67,1.94,2.4,0,0.3433,8,100,10
4,219,1010,130,0,66,64,0,66,0.97,13.8,1,1.0,8,90,10
5,219,1010,64,130,64,130,3,67,1.94,6.7,1,0.9552,8,100,10
6,219,1010,130,0,68,62,0,68,0.91,13.4,1,1.0,8,100,10
7,219,1010,62,150,62,150,7,69,2.17,6.3,1,0.8986,8,100,10
8,219,1010,150,0,71,79,0,71,1.11,14.8,1,1.0,8,100,10
9,219,1010,79,150,73,156,0,73,2.14,7.6,1,1.0,8,100,10
10,219,1010,156,0,75,81,0,75,1.08,14.6,1,1.0,8,110,10
11,219,1010,81,220,81,220,6,87,2.53,6.5,1,0.931,8,120,10
12,219,1010,220,0,93,127,0,93,1.37,16.6,1,1.0,8,130,10
13,219,1010,127,0,73,54,0,73,0.74,12.2,1,1.0,8,100,10
14,219,1010,54,120,54,120,17,71,1.69,5.3,1,0.7606,8,100,10
15,219,1010,120,0,91,29,0,91,0.32,9.2,1,1.0,8,130,10
16,219,1010,29,140,29,140,40,69,2.03,2.9,0,0.4203,8,100,10
17,219,1010,140,0,68,72,0,68,1.06,14.4,1,1.0,8,100,10
18,219,1010,72,100,67,105,0,67,1.57,7.5,1,1.0,8,100,10
19,219,1010,105,0,66,39,0,66,0.59,11.1,1,1.0,8,90,10
20,219,1010,39,150,39,150,28,67,2.24,4.1,1,0.5821,8,100,10
21,219,1010,150,0,68,82,0,68,1.21,15.4,1,1.0,8,100,10
22,219,1010,82,170,78,174,0,78,2.23,7.4,1,1.0,8,110,10
23,219,1010,174,0,71,103,0,71,1.45,17.2,1,1.0,8,100,10
24,219,1010,103,0,73,30,0,73,0.41,9.9,1,1.0,8,100,10
25,219,1010,30,140,30,140,45,75,1.87,2.8,0,0.4,8,110,10
26,219,1010,140,0,73,67,0,73,0.92,13.4,1,1.0,8,100,10
27,219,1010,67,160,67,160,4,71,2.25,6.6,1,0.9437,8,100,10
28,219,1010,160,0,69,91,0,69,1.32,16.2,1,1.0,8,100,10
29,219,1010,91,0,68,23,0,68,0.34,9.4,1,1.0,8,100,10
30,219,1010,23,130,23,130,44,67,1.94,2.4,0,0.3433,8,100,10
31,219,1010,130,0,76,54,0,76,0.71,12.0,1,1.0,8,110,10
32,219,1010,54,120,54,120,13,67,1.79,5.6,1,0.806,8,100,10
33,219,1010,120,0,68,52,0,68,0.76,12.4,1,1.0,8,100,10
34,219,1010,52,180,52,180,38,90,2.0,4.0,1,0.5778,8,130,10
35,219,1010,180,0,71,109,0,71,1.54,17.7,1,1.0,8,100,10
36,219,1010,109,0,73,36,0,73,0.49,10.5,1,1.0,8,100,10
37,219,1010,36,140,36,140,50,86,1.63,2.9,0,0.4186,8,120,10
38,219,1010,140,0,76,64,0,76,0.84,12.9,1,1.0,8,110,10
39,219,1010,64,180,64,180,11,75,2.4,6.0,1,0.8533,8,110,10
40,219,1010,180,0,73,107,0,73,1.47,17.3,1,1.0,8,100,10
41,219,1010,107,0,82,25,0,82,0.3,9.1,1,1.0,8,120,10
42,219,1010,25,150,25,150,44,69,2.17,2.5,0,0.3623,8,100,10
43,219,1010,150,0,68,82,0,68,1.21,15.4,1,1.0,8,100,10
44,219,1010,82,180,80,182,0,80,2.27,7.2,1,1.0,8,110,10
45,219,1010,182,0,71,111,0,71,1.56,17.9,1,1.0,8,100,10
46,219,1010,111,0,73,38,0,73,0.52,10.6,1,1.0,8,100,10
47,219,1010,38,210,38,210,49,87,2.41,3.1,0,0.4368,8,120,10
48,219,1010,210,0,78,132,0,78,1.69,18.8,1,1.0,8,110,10
49,219,1010,132,0,76,56,0,76,0.74,12.2,1,1.0,8,110,10
50,219,1010,56,170,56,170,19,75,2.27,5.2,1,0.7467,8,110,10
51,219,1010,170,0,73,97,0,73,1.33,16.3,1,1.0,8,100,10
52,219,1010,97,0,71,26,0,71,0.37,9.6,1,1.0,8,100,10
1,210,1010,350,0,149,201,0,149,1.35,16.4,1,1.0,8,210,10
2,210,1010,201,270,168,303,0,168,1.8,8.4,1,1.0,8,240,10
3,210,1010,303,0,143,160,0,143,1.12,14.8,1,1.0,8,200,10
4,210,1010,160,270,142,288,0,142,2.03,7.9,1,1.0,8,200,10
5,210,1010,288,0,143,145,0,143,1.01,14.1,1,1.0,8,200,10
6,210,1010,145,360,145,360,1,146,2.47,7.0,1,0.9932,8,210,10
7,210,1010,360,0,149,211,0,149,1.42,16.9,1,1.0,8,210,10
8,210,1010,211,0,154,57,0,154,0.37,9.6,1,1.0,8,220,10
9,210,1010,57,390,57,390,101,158,2.47,2.5,0,0.3608,8,230,10
10,210,1010,390,0,161,229,0,161,1.42,17.0,1,1.0,8,230,10
11,210,1010,229,0,188,41,0,188,0.22,8.5,1,1.0,8,270,10
12,210,1010,41,460,41,460,160,201,2.29,1.4,0,0.204,8,290,10
13,210,1010,460,0,158,302,0,158,1.91,20.4,1,1.0,8,230,10
14,210,1010,302,0,154,148,0,154,0.96,13.7,1,1.0,8,220,10
15,210,1010,148,330,148,330,48,196,1.68,5.3,1,0.7551,8,280,10
16,210,1010,330,0,149,181,0,149,1.21,15.5,1,1.0,8,210,10
17,210,1010,181,0,146,35,0,146,0.24,8.7,1,1.0,8,210,10
18,210,1010,35,240,35,240,108,143,1.68,1.7,0,0.2448,8,200,10
19,210,1010,240,0,142,98,0,142,0.69,11.8,1,1.0,8,200,10
20,210,1010,98,340,98,340,45,143,2.38,4.8,1,0.6853,8,200,10
21,210,1010,340,0,146,194,0,146,1.33,16.3,1,1.0,8,210,10
22,210,1010,194,270,167,297,0,167,1.78,8.1,1,1.0,8,240,10
23,210,1010,297,0,154,143,0,154,0.93,13.5,1,1.0,8,220,10
24,210,1010,143,330,143,330,15,158,2.09,6.3,1,0.9051,8,230,10
25,210,1010,330,0,161,169,0,161,1.05,14.3,1,1.0,8,230,10
26,210,1010,169,300,158,311,0,158,1.97,7.5,1,1.0,8,230,10
27,210,1010,311,0,154,157,0,154,1.02,14.1,1,1.0,8,220,10
28,210,1010,157,270,149,278,0,149,1.87,7.4,1,1.0,8,210,10
29,210,1010,278,0,146,132,0,146,0.9,13.3,1,1.0,8,210,10
30,210,1010,132,310,132,310,11,143,2.17,6.5,1,0.9231,8,200,10
31,210,1010,310,0,163,147,0,163,0.9,13.3,1,1.0,8,230,10
32,210,1010,147,350,143,354,0,143,2.48,7.2,1,1.0,8,200,10
33,210,1010,354,0,146,208,0,146,1.42,17.0,1,1.0,8,210,10
34,210,1010,208,440,194,454,0,194,2.34,7.5,1,1.0,8,280,10
35,210,1010,454,0,154,300,0,154,1.95,20.6,1,1.0,8,220,10
36,210,1010,300,0,158,142,0,158,0.9,13.3,1,1.0,8,230,10
37,210,1010,142,370,142,370,43,185,2.0,5.4,1,0.7676,8,260,10
38,210,1010,370,0,164,206,0,164,1.26,15.8,1,1.0,8,230,10
39,210,1010,206,0,161,45,0,161,0.28,9.0,1,1.0,8,230,10
40,210,1010,45,310,45,310,113,158,1.96,2.0,0,0.2848,8,230,10
41,210,1010,310,0,177,133,0,177,0.75,12.3,1,1.0,8,250,10
42,210,1010,133,360,133,360,16,149,2.42,6.2,1,0.8926,8,210,10
43,210,1010,360,0,146,214,0,146,1.47,17.3,1,1.0,8,210,10
44,210,1010,214,0,172,42,0,172,0.24,8.7,1,1.0,8,250,10
45,210,1010,42,320,42,320,112,154,2.08,1.9,0,0.2727,8,220,10
46,210,1010,320,0,158,162,0,158,1.03,14.2,1,1.0,8,230,10
47,210,1010,162,380,162,380,26,188,2.02,6.0,1,0.8617,8,270,10
48,210,1010,380,0,168,212,0,168,1.26,15.8,1,1.0,8,240,10
49,210,1010,212,0,164,48,0,164,0.29,9.0,1,1.0,8,230,10
50,210,1010,48,350,48,350,113,161,2.17,2.1,0,0.2981,8,230,10
51,210,1010,350,0,158,192,0,158,1.22,15.5,1,1.0,8,230,10
52,210,1010,192,0,154,38,0,154,0.25,8.7,1,1.0,8,220,10
1,689,1010,240,0,115,125,0,115,1.09,14.6,1,1.0,8,160,10
2,689,1010,125,200,125,200,5,130,1.54,6.7,1,0.9615,8,190,10
3,689,1010,200,0,111,89,0,111,0.8,12.6,1,1.0,8,160,10
4,689,1010,89,260,89,260,21,110,2.36,5.7,1,0.8091,8,160,10
5,689,1010,260,0,111,149,0,111,1.34,16.4,1,1.0,8,160,10
6,689,1010,149,0,113,36,0,113,0.32,9.2,1,1.0,8,160,10
7,689,1010,36,240,36,240,79,115,2.09,2.2,0,0.313,8,160,10
8,689,1010,240,0,119,121,0,119,1.02,14.1,1,1.0,8,170,10
9,689,1010,121,200,121,200,1,122,1.64,6.9,1,0.9918,8,170,10
10,689,1010,200,0,124,76,0,124,0.61,11.3,1,1.0,8,180,10
11,689,1010,76,260,76,260,70,146,1.78,3.6,1,0.5205,8,210,10
12,689,1010,260,0,155,105,0,155,0.68,11.7,1,1.0,8,220,10
13,689,1010,105,300,105,300,17,122,2.46,6.0,1,0.8607,8,170,10
14,689,1010,300,0,119,181,0,119,1.52,17.6,1,1.0,8,170,10
15,689,1010,181,320,151,350,0,151,2.32,8.4,1,1.0,8,220,10
16,689,1010,350,0,115,235,0,115,2.04,21.3,1,1.0,8,160,10
17,689,1010,235,0,113,122,0,113,1.08,14.6,1,1.0,8,160,10
18,689,1010,122,240,111,251,0,111,2.26,7.7,1,1.0,8,160,10
19,689,1010,251,0,110,141,0,110,1.28,16.0,1,1.0,8,160,10
20,689,1010,141,0,111,30,0,111,0.27,8.9,1,1.0,8,160,10
21,689,1010,30,180,30,180,83,113,1.59,1.9,0,0.2655,8,160,10
22,689,1010,180,0,129,51,0,129,0.4,9.8,1,1.0,8,180,10
23,689,1010,51,290,51,290,68,119,2.44,3.0,0,0.4286,8,170,10
24,689,1010,290,0,122,168,0,122,1.38,16.6,1,1.0,8,170,10
25,689,1010,168,0,124,44,0,124,0.35,9.5,1,1.0,8,180,10
26,689,1010,44,290,44,290,78,122,2.38,2.5,0,0.3607,8,170,10
27,689,1010,290,0,119,171,0,119,1.44,17.1,1,1.0,8,170,10
28,689,1010,171,0,115,56,0,115,0.49,10.4,1,1.0,8,160,10
29,689,1010,56,230,56,230,57,113,2.04,3.5,0,0.4956,8,160,10
30,689,1010,230,0,111,119,0,111,1.07,14.5,1,1.0,8,160,10
31,689,1010,119,230,119,230,7,126,1.83,6.6,1,0.9444,8,180,10
32,689,1010,230,0,111,119,0,111,1.07,14.5,1,1.0,8,160,10
33,689,1010,119,250,113,256,0,113,2.27,7.4,1,1.0,8,160,10
34,689,1010,256,0,150,106,0,150,0.71,11.9,1,1.0,8,210,10
35,689,1010,106,280,106,280,13,119,2.35,6.2,1,0.8908,8,170,10
36,689,1010,280,0,122,158,0,122,1.3,16.1,1,1.0,8,170,10
37,689,1010,158,330,143,345,0,143,2.41,7.7,1,1.0,8,200,10
38,689,1010,345,0,127,218,0,127,1.72,19.0,1,1.0,8,180,10
39,689,1010,218,0,124,94,0,124,0.76,12.3,1,1.0,8,180,10
40,689,1010,94,300,94,300,28,122,2.46,5.4,1,0.7705,8,170,10
41,689,1010,300,0,137,163,0,137,1.19,15.3,1,1.0,8,200,10
42,689,1010,163,0,115,48,0,115,0.42,9.9,1,1.0,8,160,10
43,689,1010,48,240,48,240,65,113,2.12,3.0,0,0.4248,8,160,10
44,689,1010,240,0,133,107,0,133,0.8,12.6,1,1.0,8,190,10
45,689,1010,107,220,107,220,12,119,1.85,6.3,1,0.8992,8,170,10
46,689,1010,220,0,122,98,0,122,0.8,12.6,1,1.0,8,170,10
47,689,1010,98,290,98,290,48,146,1.99,4.7,1,0.6712,8,210,10
48,689,1010,290,0,130,160,0,130,1.23,15.6,1,1.0,8,190,10
49,689,1010,160,0,127,33,0,127,0.26,8.8,1,1.0,8,180,10
50,689,1010,33,290,33,290,91,124,2.34,1.9,0,0.2661,8,180,10
51,689,1010,290,0,122,168,0,122,1.38,16.6,1,1.0,8,170,10
52,689,1010,168,0,119,49,0,119,0.41,9.9,1,1.0,8,170,10
1,470,1010,240,0,115,125,0,115,1.09,14.6,1,1.0,8,160,10
2,470,1010,125,230,125,230,5,130,1.77,6.7,1,0.9615,8,190,10
3,470,1010,230,0,111,119,0,111,1.07,14.5,1,1.0,8,160,10
4,470,1010,119,240,110,249,0,110,2.26,7.6,1,1.0,8,160,10
5,470,1010,249,0,111,138,0,111,1.24,15.7,1,1.0,8,160,10
6,470,1010,138,0,113,25,0,113,0.22,8.5,1,1.0,8,160,10
7,470,1010,25,220,25,220,90,115,1.91,1.5,0,0.2174,8,160,10
8,470,1010,220,0,119,101,0,119,0.85,12.9,1,1.0,8,170,10
9,470,1010,101,280,101,280,21,122,2.3,5.8,1,0.8279,8,170,10
10,470,1010,280,0,124,156,0,124,1.26,15.8,1,1.0,8,180,10
